date,num_projects,workload_units,num_eeq_projects,num_epc_projects,num_no_type_projects,eeq_workload,epc_workload,total_workload,available_workload,region,role,[ESO] Stage,assigned_status
2023-07-16,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-17,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-18,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-19,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-20,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-21,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-22,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-23,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-24,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-25,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-26,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-27,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-28,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-29,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-30,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-07-31,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-01,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-02,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-03,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-04,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-05,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-06,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-07,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-08,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-09,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-10,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-11,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-12,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-13,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-14,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-15,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-16,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-17,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-18,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-19,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-20,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-21,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-22,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-23,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-24,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-25,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-26,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-27,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-28,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-29,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-30,2,2,0,0,2,0.0,0.0,0.0,2.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-08-31,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-01,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-02,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-03,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-04,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-05,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-06,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-07,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-08,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-09,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-10,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-11,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-12,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-13,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-14,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-15,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-16,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-17,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-18,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-19,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-20,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-21,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-22,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-23,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-24,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-25,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-26,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-27,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-28,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-29,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-09-30,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-01,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-02,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-03,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-04,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-05,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-06,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-07,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-08,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-09,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-10,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-11,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-12,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-13,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-14,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-15,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-16,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-17,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-18,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-19,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-20,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-21,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-22,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-23,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-24,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
2023-10-25,1,1,0,0,1,0.0,0.0,0.0,1.0,no_region,Solution Engineer,G2 - Delivery,assigned
